name,time,time,MT_1,MT_2,MT_3,Col_1,Col_2,Col_3,Col_1,Col_2,Col_3,Col_4,MT_1,MT_2,MT_3,hy5-215_1,hy5-215_2,hy5-215_3,hy5-215_4,MND1-OX1_1,MND1-OX1_2,MND1-OX1_3,MND1-OX1_4,MND1-OX1_5,MND1-OX1_6,mnd1-1_1,mnd1-1_2,MND1-OX2_1,MND1-OX2_2,MND1-OX2_3,MND1-OX2_4,MND1-OX2_1,MND1-OX2_2,MND1-OX2_3,MND1-OX1_1,MND1-OX1_2,MND1-OX1_3,MND1-OX1_4,MND1-OX1_5,hy5-215_1,hy5-215_2,mnd1-1_1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,150,150,37.519,42.497,31.854,49.598,21.245,38.81,38.785,23.539,24.801,42.413,37.558,34.041,32.823,37.914,82.412,40.642,79.24,87.217,54.893,81.046,73.97,131.121,66.744,32.619,35.605,78.231,39.073,46.506,16.071,81.394,70.149,85.099,77.403,70.716,91.034,57.312,147.462,81.225,65.316,56.837
,180,180,39.227,43.82,31.854,51.538,21.245,38.81,38.785,23.539,24.801,44.012,37.963,34.041,32.823,38.902,82.412,42.642,79.24,89.453,56.854,84.008,77.641,133.234,72.807,32.619,38.204,81.221,39.397,51.804,18.22,85.84,73.095,86.155,77.403,72.917,91.034,58.299,151.281,84.225,67.423,56.837
,210,210,41.063,43.82,33.833,52.516,24.328,38.81,39.785,25.346,24.801,46.203,39.834,34.041,32.823,41.05,82.621,43.642,83.524,92.135,59.709,85.162,78.274,137.093,73.061,34.447,38.204,83.217,42.56,55.927,19.198,86.471,75.49,86.004,78.337,76.08,93.265,61.271,151.281,84.225,69.794,56.837
,240,240,42.569,45.174,35.821,53.364,25.316,41.881,40.847,24.453,24.801,47.167,39.209,34.041,32.823,42.876,86.655,44.84,84.595,94.44,61.952,85.162,78.274,137.093,75.262,31.516,39.195,85.434,43.271,57.545,21.166,88.222,76.454,87.817,83.749,77.773,93.839,62.409,152.682,82.471,73.506,56.837
,270,270,42.569,45.174,36.771,55.357,25.316,44.86,43.785,24.453,27.003,47.922,41.624,34.041,32.823,45.759,93.145,44.84,87.395,97.086,64.112,89.101,78.993,139.087,77.791,31.044,41.331,86.291,45.442,57.874,23.142,89.629,77.422,89.155,83.749,79.593,93.839,64.563,154.086,82.471,76.631,56.837
,300,300,44.561,47.553,37.406,55.471,25.316,44.86,42.983,26.329,26.412,47.922,43.428,34.041,32.823,48.594,94.381,44.84,87.121,98.395,66.069,90.089,80.95,141.028,79.681,34.921,42.313,88.563,47.633,57.874,25.125,89.211,81.81,90.472,83.749,79.593,95.452,66.524,156.897,84.665,78.353,58.825
,330,330,44.561,47.553,41.394,56.46,25.316,44.86,43.966,26.329,26.678,49.754,43.428,34.041,32.823,48.831,94.381,44.84,89.729,101.131,66.069,92.226,81.169,142.01,83.5,36.14,42.352,90.723,50.537,61.275,27.111,89.211,84.339,90.472,88.01,81.593,100.308,70.856,157.682,84.269,79.29,62.807
,360,360,46.555,49.482,41.394,57.318,27.465,44.86,44.951,26.329,26.678,49.754,43.974,34.041,32.823,51.68,94.381,46.808,90.511,101.968,66.069,93.635,82.394,142.01,86.005,36.14,45.325,92.504,52.77,61.275,28.235,90.366,86.562,88.413,91.93,81.593,104.665,72.805,159.085,84.269,82.27,62.72
,390,390,48.644,49.482,41.658,57.318,27.465,44.86,45.938,26.329,26.678,50.748,43.974,34.041,32.823,48.676,97.505,46.808,90.511,102.866,68.477,95.827,83.963,145.026,85.925,39.086,47.974,93.869,55.898,61.275,30.213,90.366,88.443,90.276,96.715,81.593,106.605,74.421,161.281,85.742,84.337,61.743
,420,420,49.282,52.636,43.623,57.318,26.307,44.86,46.927,26.329,30.452,50.748,44.666,34.041,32.823,50.363,97.505,46.684,92.65,107.439,70.412,100.541,85.633,146.025,87.812,39.086,50.83,94.844,57.67,61.275,32.087,90.366,88.18,90.276,100.158,81.593,109.527,74.421,162.682,85.742,84.337,62.742
,450,450,52.252,52.636,43.623,57.318,27.245,44.86,48.816,26.329,30.452,50.748,45.325,34.041,32.823,51.274,100.64,46.684,95.283,107.439,74.309,101.488,88.41,146.025,91.308,38.962,51.922,95.821,57.67,61.275,30.203,92.789,95.805,89.729,101.417,81.593,111.482,78.207,163.484,85.742,84.337,63.741
,480,480,53.406,53.143,42.172,59.318,27.245,44.86,48.816,26.329,30.452,51.668,45.325,34.041,32.823,51.274,100.64,47.681,100.911,110.847,76.479,101.556,90.286,149.01,92.989,40.921,52.822,97.78,62.821,64.93,30.203,93.18,95.805,89.729,104.58,81.593,113.441,80.203,164.299,85.742,85.335,63.741
,510,510,55.215,54.112,41.125,61.318,30.287,45.855,48.816,26.329,31.161,52.667,47.325,37.287,32.823,51.274,105.709,50.767,103.881,112.749,80.386,106.895,91.938,152.01,95.223,43.045,54.297,100.92,66.105,64.93,33.174,93.18,100.688,93.109,108.417,82.717,113.441,80.274,166.514,85.742,84.359,63.065
,540,540,58.226,54.112,43.854,63.342,31.245,46.975,49.651,26.329,31.161,54.665,49.352,39.239,32.823,51.274,105.709,53.642,105.515,113.753,82.551,107.861,92.507,156.056,97.061,43.045,56.518,102.696,67.493,65.854,34.167,93.18,105.206,95.636,109.714,85.593,113.441,83.264,168.187,85.742,86.292,63.065
,570,570,62.262,55.14,43.39,65.405,32.387,47.179,51.003,26.329,31.161,54.665,51.35,42.194,35.07,55,108.088,54.642,107.205,115.62,86.465,110.924,95.093,159.021,98.372,43.045,58.405,104.064,70.072,67.612,35.161,93.18,105.206,97.862,114.392,87.593,114.422,86.195,170.119,85.742,88.346,66.403
,600,600,61.09,56.139,44.165,65.34,34.37,49.128,54.898,27.61,31.161,57.662,51.244,46.304,35.07,54.426,111.248,55.737,109.958,115.507,88.627,113.621,95.093,161.052,101.926,43.045,60.621,106.019,72.546,73.272,36.155,93.18,111.79,98.673,116.281,89.614,116.387,88.158,170.119,85.742,90.341,68.875
,630,630,63.742,58.136,46.057,65.318,35.362,51.311,57.85,27.61,31.161,59.661,51.244,46.07,38.823,56.171,113.464,58.663,111.666,115.507,88.627,117.707,96.609,165.048,106.907,43.045,61.568,109.162,75.304,73.272,37.15,97.16,113.182,100.182,119.025,92.612,123.097,90.19,170.951,85.742,90.341,72.278
,660,660,63.742,60.134,48.663,65.318,36.356,55.206,59.825,34.435,31.161,61.66,51.244,50.192,40.859,57.893,114.845,61.303,114.768,117.935,90.584,120.983,96.609,165.164,110.061,44.948,63.195,110.36,76.687,73.272,37.15,98.069,113.565,102.962,122.713,93.611,123.097,92.189,172.337,87.527,90.341,73.261
,690,690,66.958,60.307,48.663,65.318,36.356,55.206,61.188,34.435,31.161,62.659,54.365,53.124,42.855,61.882,117.078,61.303,116.531,120.157,91.379,122.924,97.323,165.164,112.292,44.948,62.759,111.829,79.819,73.272,37.15,100.149,113.559,106.974,127.171,93.369,127.22,96.185,174.557,87.527,94.649,73.261
,720,720,66.958,62.292,51.4,65.34,37.271,57.629,61.188,36.099,34.047,63.659,56.749,53.124,42.855,63.827,117.078,64.96,114.567,120.157,94.335,127.358,99.18,167.158,113.78,44.948,65.617,111.57,82.821,73.272,41.381,101.088,116.872,107.393,129.026,92.347,129.687,98.146,175.396,89.757,97.946,73.261
,750,750,67.813,62.292,52.813,65.34,38.27,57.629,63.138,36.099,36.145,65.643,56.749,53.343,44.823,67.825,120.606,65.786,119.398,121.445,96.663,128.499,101.407,168.155,115.656,44.948,67.489,113.283,84.819,73.272,41.565,102.088,119.172,108.23,128.123,94.347,130.988,98.231,177.33,90.359,101.534,76.121
,780,780,69.561,64.278,54.227,65.34,39.269,57.629,65.563,36.099,36.145,65.643,56.749,52.677,47.823,67.825,120.606,67.666,121.173,121.445,99.432,131.293,103.635,169.153,117.542,45.921,69.711,114.26,86.221,73.272,43.526,106.134,121.107,108.586,131.273,97.519,132.709,101.226,179.001,91.075,104.284,77.083
,810,810,68.705,64.278,55.641,66.339,39.269,57.629,66.527,36.099,36.145,66.643,56.749,54.574,47.823,67.825,125.14,69.66,121.173,123.123,100.263,133.498,104.565,171.148,119.435,46.921,69.711,116.663,89.651,73.272,45.493,109.201,124.609,108.586,132.591,99.631,135.38,104.222,180.383,91.075,107.887,78.048
,840,840,69.631,66.267,53.32,69.337,39.269,59.325,66.527,36.099,37.31,66.643,56.749,56.492,48.846,67.825,126.506,71.743,121.173,125.898,102.109,135.705,106.792,171.225,120.385,47.02,72.541,117.634,93.105,76.65,46.883,109.201,126.022,111.921,135.696,101.612,139.415,104.222,181.768,91.075,108.696,79.57
,870,870,71.349,68.257,56.146,70.39,39.269,59.325,66.527,36.099,38.417,68.697,56.749,58.426,49.845,71.863,126.506,73.848,122.118,128.507,104.094,137.692,108.093,173.309,122.921,47.02,72.541,119.578,94.648,78.383,52.49,109.435,128.126,111.921,136.587,104.331,142.557,104.18,183.989,91.075,108.696,79.57
,900,900,71.349,68.257,57.663,70.39,39.269,59.325,68.463,36.099,38.417,68.697,59.463,58.426,51.823,78.217,128.931,75.832,125.646,130.924,106.08,139.697,109.95,174.304,125.76,47.02,72.541,121.121,96.835,78.383,52.653,113.397,130.242,114.416,140.167,107.082,143.887,107.178,183.989,94.221,112.272,82.099
,930,930,71.349,68.513,57.663,71.387,39.269,63.446,68.722,36.099,38.417,70.758,59.463,59.651,52.823,78.217,129.236,78.296,129.264,131.525,106.968,141.893,112.755,175.404,129.245,49.124,75.704,121.121,98.24,78.383,53.582,113.902,131.656,114.416,142.87,109.674,146.122,107.221,185.678,94.221,111.044,82.099
,960,960,71.349,69.5,57.663,71.387,39.269,63.446,68.57,37.785,41.109,70.758,59.193,60.614,52.823,82.318,132.536,80.257,130.587,134.687,109.061,145.312,114.637,177.291,127.361,49.124,75.704,121.527,103.091,80.141,56.109,113.152,133.782,114.416,144.639,108.71,146.122,110.221,187.055,94.221,111.967,82.732
,990,990,71.349,69.5,57.663,71.387,42.245,63.446,69.823,36.052,42.522,70.758,61.289,62.811,55.823,82.318,134.235,80.257,132.413,136.581,111.049,148.123,115.916,179.282,129.567,49.124,77.606,123.48,103.091,81.92,56.83,114.022,136.611,118.916,145.987,109.294,145.589,114.221,190.365,97.638,113.824,82.732
,1020,1020,71.349,69.67,57.663,71.387,42.245,63.446,71.098,36.052,45.44,73.691,61.289,64.381,56.823,85.434,137.26,82.222,132.413,137.53,111.945,148.123,116.856,181.274,132.159,49.124,78.866,124.457,104.387,85.085,59.587,114.859,138.061,118.916,146.875,111.509,149.139,115.278,191.199,97.638,114.757,83.401
,1050,1050,73.585,69.67,61.257,71.387,42.328,63.446,72.985,36.395,45.44,73.691,61.289,65.324,56.823,87.046,138.083,82.416,133.732,137.53,111.945,149.696,119.077,183.466,133.123,50.266,77.992,128.407,105.908,85.085,61.195,114.859,141.623,117.736,148.664,111.843,150.054,117.275,191.508,97.638,116.631,83.401
,1080,1080,73.585,70.846,62.055,71.387,43.325,63.446,74.109,36.395,46.762,73.691,63.179,67.222,59.823,87.046,142.837,85.785,133.732,141.06,113.857,150.935,119.077,185.453,135.318,50.266,77.992,129.756,106.678,85.085,62.729,114.859,146.603,117.736,150.9,113.132,154.931,118.274,192.362,97.638,119.209,87.26
,1110,1110,73.585,70.846,62.055,72.468,44.264,63.446,75.036,36.395,49.03,73.691,63.179,69.132,60.823,90.033,142.837,87.549,135.563,145.181,115.737,155.932,120.018,186.447,137.245,50.266,77.992,129.756,109.493,84.612,64.633,116.819,146.678,117.498,152.695,114.3,154.52,119.272,193.736,99.561,121.436,87.909
,1140,1140,73.585,70.846,62.055,72.468,46.263,63.446,74.406,36.395,49.03,75.745,65.174,71.337,62.823,92.025,146.683,89.463,137.408,148.609,118.701,159.696,121.652,188.435,142.077,50.266,80.845,130.735,113.718,84.612,66.549,118.818,152.358,119.22,154.045,116.124,157.279,119.272,195.112,99.561,122.205,88.541
,1170,1170,75.016,71.317,62.055,73.893,46.316,66.776,79.345,36.395,49.666,75.745,65.174,73.251,64.942,96.779,145.574,89.463,139.265,149.553,121.7,162.501,124.248,190.424,142.331,50.266,83.051,131.716,115.017,88.628,68.474,120.096,152.358,119.235,156.712,117.876,160.061,119.272,196.821,99.561,124.402,88.541
,1200,1200,75.016,71.317,65.657,75.075,48.312,69.2,79.345,40.418,49.59,75.745,67.119,74.919,66.936,96.779,148.641,89.463,140.197,152.461,123.68,164.091,123.709,190.424,144.524,50.266,84.703,131.716,118.594,88.628,71.377,123.077,154.573,119.729,158.055,119.232,162.664,119.272,197.869,99.561,126.637,89.015
,1230,1230,74.717,73.513,65.657,76.274,48.245,70.163,81.576,44.816,50.325,77.741,67.119,75.89,69.928,100.142,153.093,91.687,141.492,152.461,125.679,165.7,123.709,191.419,144.986,50.266,84.703,133.679,118.594,90.864,73.486,125.066,158.179,118.316,161.646,122.454,166.377,121.233,198.715,101.496,128.404,90.748
,1260,1260,76.691,74.755,65.657,77.758,48.312,72.36,81.576,47.401,51.702,80.735,67.119,78.811,72.921,100.155,153.626,91.687,143.357,155.982,125.673,170.115,127.267,193.409,147.902,52.1,86.441,135.645,120.004,93.996,73.559,127.165,158.179,119.007,164.763,124.186,166.377,122.221,200.093,101.757,130.64,92.66
,1290,1290,76.691,74.755,67.609,79.961,50.307,74.043,83.808,47.401,50.059,82.731,66.861,79.042,92.158,101.032,153.626,94.847,145.582,156.556,127.679,169.67,131.324,195.399,149.629,52.1,87.623,136.465,122.825,94.896,76.37,129.152,161.784,123.81,165.656,125.059,166.377,124.221,200.093,103.006,132.422,93.62
,1320,1320,77.296,76.962,67.609,81.215,50.307,74.043,86.04,47.401,50.059,84.728,69.953,79.042,96.326,104.518,152.829,96.724,146.517,159.891,128.697,173.681,134.083,195.399,150.606,52.1,89.578,138.442,122.825,94.896,77.681,131.139,164.565,126.039,165,125.936,168.048,124.221,201.473,106.168,133.82,95.849
,1350,1350,77.923,76.962,67.609,84.473,51.381,74.015,86.04,48.468,55.708,86.725,70.946,80.702,98.313,110.594,155.49,98.007,150.035,159.891,128.868,174.316,136.868,197.491,152.561,53.995,91.013,139.586,122.825,94.896,78.647,132.25,166.779,126.039,167.398,123.113,170.279,126.232,202.319,107.433,133.82,96.474
,1380,1380,80.892,78.873,68.42,87.095,52.377,76.947,89.568,53.396,60.689,86.725,72.933,82.654,101.411,111.526,159.072,100.045,152.262,162.298,133.027,177.837,139.676,199.589,156.682,56.987,91.98,140.933,122.825,98.035,82.694,132.25,168.746,128.658,169.993,125.819,171.588,128.263,204.237,109.33,135.112,96.474
,1410,1410,80.892,78.873,68.287,87.095,52.377,76.918,89.568,53.396,60.689,86.725,72.933,82.654,101.369,111.526,159.072,100.045,152.262,163.814,134.254,177.837,139.676,199.589,156.682,56.987,95.135,140.933,124.236,101.176,82.694,132.25,170.955,128.658,172.223,127.462,174.218,130.261,206.772,109.33,135.112,96.66
,1440,1440,79.713,78.873,68.287,87.095,52.377,79.833,89.568,53.396,60.689,88.722,73.208,82.654,101.369,111.526,159.072,100.045,152.262,163.814,134.254,178.088,139.676,199.589,156.682,56.987,95.404,140.933,123.711,100.381,82.694,132.25,170.955,128.658,174.454,131.933,176.451,132.26,209.527,108.453,134.659,96.66
,1470,1470,79.713,78.873,68.287,87.095,52.377,79.833,89.502,53.396,60.689,88.722,73.208,82.654,101.369,111.526,159.072,100.045,152.262,163.814,134.254,178.088,139.676,199.589,156.682,56.987,95.404,140.933,123.711,100.381,82.694,132.25,173.745,128.599,174.454,131.933,181.331,133.259,211.753,113.826,134.673,96.66
,1500,1500,79.713,78.873,68.287,87.095,52.377,79.833,86.283,53.396,60.689,88.722,73.208,82.654,101.369,111.526,159.072,100.045,152.262,163.814,134.254,177.095,140.962,199.589,156.682,57.07,95.404,140.933,127.363,100.381,82.694,133.127,173.745,128.599,174.454,131.933,181.331,134.258,214.831,113.826,134.673,96.66
,1530,1530,79.717,81.755,68.287,87.095,52.377,79.833,88.339,53.396,60.386,88.722,73.208,82.654,101.369,111.526,159.072,100.045,152.262,163.814,134.254,177.095,143.55,201.576,156.682,59.061,95.404,143.876,129.363,100.381,84.961,135.227,173.745,128.599,176.685,131.933,180.851,135.257,214.831,113.826,136.518,96.66
,1560,1560,79.535,81.755,68.287,87.095,52.377,79.833,90.317,57.394,60.492,88.722,73.208,82.654,101.369,111.526,159.072,100.045,152.262,163.814,135.851,177.663,143.55,202.57,156.009,59.061,95.404,145.842,129.363,100.381,85.452,137.338,175.736,128.599,178.916,131.933,182.192,135.257,216.206,113.826,136.518,96.66
,1590,1590,80.514,81.755,68.287,87.095,52.377,79.833,90.317,56.093,62.056,88.195,73.208,82.698,101.369,111.526,159.072,100.967,152.262,163.814,135.851,179.548,144.48,202.57,155.934,59.06,95.404,146.241,129.363,101.656,88.387,140.312,177.348,128.599,182.069,131.933,184.865,136.257,217.915,113.826,136.518,96.66
,1620,1620,80.514,83.685,68.287,87.095,53.373,79.833,90.317,56.093,64.444,88.195,73.208,82.698,101.369,111.526,159.072,99.556,152.262,163.814,135.851,179.548,145.412,202.57,155.934,61.055,95.404,147.439,129.363,101.656,88.387,141.305,177.348,129.067,183.381,131.933,186.658,137.256,217.548,113.826,138.375,96.66
,1650,1650,80.514,83.685,68.287,87.095,54.301,79.833,90.317,56.093,64.444,88.195,73.208,82.698,104.595,111.526,162.649,99.556,152.262,163.814,135.851,179.548,145.412,203.564,157.93,62.024,95.404,150.589,133.602,101.656,88.387,142.297,178.269,129.067,185.614,131.933,188.894,137.256,219.784,113.826,138.375,96.66
,1680,1680,80.514,83.685,68.287,87.095,55.299,79.636,90.317,57.99,64.444,88.195,73.208,82.698,104.595,111.734,162.649,102.405,152.262,163.814,135.851,179.548,145.436,203.564,158.929,64.05,95.404,152.535,134.338,101.656,88.387,143.29,179.165,129.067,187.454,131.933,189.337,137.256,222.912,113.826,138.375,96.66
,1710,1710,80.514,83.685,68.287,87.095,56.298,79.636,90.317,57.99,65.554,88.195,73.208,82.698,104.595,111.734,162.649,102.405,152.262,166.389,135.851,178.862,151.416,203.459,160.992,64.05,95.404,154.955,134.338,101.656,88.387,143.079,179.796,129.067,188.764,131.933,189.337,137.256,224.256,113.826,141.18,97.946
,1740,1740,80.514,83.685,68.287,87.095,58.258,79.636,90.317,57.99,65.554,88.195,73.208,82.698,104.595,111.734,162.649,100.665,158.221,167.915,137.96,181.366,155.228,204.454,162.922,64.05,95.404,157.143,137.164,101.656,88.387,142.027,181.847,129.067,189.685,131.933,191.136,138.256,226.492,113.826,142.12,97.946
,1770,1770,80.514,83.685,68.287,87.095,58.258,79.636,90.317,57.99,65.554,88.195,73.208,82.698,104.595,111.734,162.649,100.665,157.451,167.915,137.96,182.956,157.215,204.454,162.922,64.05,95.404,157.407,137.164,101.656,88.387,148.143,183.257,129.067,193.39,131.933,192.025,139.255,226.492,113.826,142.12,99.493
,1800,1800,80.514,83.685,68.287,87.095,59.257,79.636,90.317,57.99,65.554,88.195,73.208,82.698,104.595,111.734,162.649,101.664,161.923,169.91,137.96,182.956,162.432,205.449,164.874,66.119,97.911,158.643,137.164,101.656,88.387,148.158,184.791,129.067,195.617,131.933,192.485,139.255,226.492,113.826,142.737,100.443
,1830,1830,79.206,84.652,68.287,87.095,59.257,79.636,90.317,57.99,65.554,88.195,73.208,82.698,106.59,115.483,162.649,101.664,161.923,170.841,140.002,183.895,162.432,206.444,165.874,67.115,97.911,160.299,139.99,101.656,90.348,149.157,186.974,129.067,197.48,131.933,194.72,139.255,229.192,113.826,145.591,101.106
,1860,1860,79.206,84.652,69.26,87.095,59.257,79.636,90.317,57.99,65.554,88.195,73.208,82.698,106.59,115.483,162.649,101.664,161.923,170.841,140.173,185.786,163.421,207.44,166.873,67.115,97.911,160.299,139.99,104.817,90.348,149.157,189.014,129.067,198.414,131.933,197.424,140.254,230.547,113.826,146.546,101.708
,1890,1890,79.206,84.652,69.26,87.095,59.257,79.636,90.317,57.99,65.554,88.195,72.933,82.698,106.59,115.483,162.649,101.664,161.923,172.137,146.003,188.001,163.421,207.44,166.873,67.115,97.911,161.804,142.815,104.817,90.348,149.157,189.014,129.067,198.414,131.933,199.659,142.253,232.311,113.826,146.546,101.708
,1920,1920,79.206,85.62,69.26,88.013,59.257,79.636,90.317,57.99,65.554,88.195,72.933,84.653,106.59,122.283,162.649,101.664,165.055,174,146.003,190.564,165.111,209.431,169.871,67.115,99.524,161.883,145.048,104.817,92.974,149.157,191.721,130.498,201.377,133.283,200.542,143.253,232.311,113.826,148.459,101.708
,1950,1950,81.496,85.62,69.26,90.078,63.428,79.308,89.841,57.99,65.554,93.205,72.933,86.653,108.519,125.676,167.418,104.661,166.395,175.295,146.003,193.457,166.109,211.422,171.847,67.115,100.226,165.045,146.561,104.817,94.954,151.156,192.601,130.498,204.16,134.264,202.778,145.252,232.311,113.826,148.459,103.03
,1980,1980,81.496,85.62,69.26,90.078,63.428,79.308,91.303,58.015,66.86,93.205,72.933,86.653,134.408,125.676,170.946,108.706,169.999,178.821,150.001,195.394,168.106,212.418,173.846,68.219,100.226,168.207,150.693,104.817,96.936,154.156,193.377,131.424,206.762,136.494,204.13,147.251,235.436,113.826,148.459,103.307
,2010,2010,81.496,89.505,69.26,90.078,63.428,81.421,92.78,58.015,69.647,99.203,73.757,86.653,134.408,125.676,173.047,110.769,170.867,180.506,150.001,196.365,170.165,215.406,176.846,69.355,100.756,170.098,152.771,104.817,98.92,156.19,196.824,132.352,208.616,137.359,207.249,150.285,236.783,113.826,148.459,104.266
,2040,2040,81.496,89.505,69.26,88.891,63.428,81.421,92.476,58.015,69.647,99.203,73.757,86.653,138.408,125.676,175.699,113.062,173.557,182.12,153,196.365,170.25,216.402,178.846,69.355,102.719,170.778,154.856,107.037,100.904,158.188,198.374,134.96,209.545,138.23,209.073,152.284,239.019,113.826,148.459,106.468
,2070,2070,81.496,89.505,71.011,90.826,63.428,81.421,92.476,59.013,71.63,101.195,74.757,86.653,140.408,127.366,175.699,113.939,175.339,182.11,156.101,197.337,170.25,217.49,180.846,69.355,102.719,173.005,154.774,109.608,103.883,160.186,201.818,134.96,211.773,138.315,210.912,153.331,239.908,113.826,148.459,106.468
,2100,2100,82.678,90.713,71.995,92.766,63.428,81.421,92.476,59.013,72.444,101.195,76.757,86.653,142.408,131.038,175.699,113.761,175.339,182.11,156.101,199.285,174.248,219.481,183.839,69.355,102.778,173.005,156.922,112.768,105.766,160.154,201.818,134.96,212.703,138.315,212.664,154.329,240.842,113.826,148.459,106.468
